,symbol,underlying_last,expire_date,expiry_type,dte,strike,strike_distance,strike_distance_pct,c_delta,c_gamma,c_vega,c_theta,c_rho,c_iv,c_volume,c_last,c_size,c_bid,c_ask,p_delta,p_gamma,p_vega,p_theta,p_rho,p_iv,p_volume,p_last,p_size,p_bid,p_ask
2023-10-02,SPX,4308.24,2023-10-06,Weekly,3.33,4270.0,-38.24,-0.009,0.52425,0.00025,78.77524,-1.17131,3.33879,0.3629,97.0,2158.44,1 x 19,2002.02,2327.08,-0.47575,0.00025,78.77524,-1.28446,-0.0,0.37752,124.0,1980.22,6 x 17,1828.49,2144.54
2023-10-02,SPX,4308.24,2023-10-06,Weekly,3.33,4280.0,-28.24,-0.007,0.51792,0.00031,78.77524,-0.95673,2.47234,0.29642,118.0,2157.14,5 x 2,1999.64,2327.04,-0.48208,0.00031,78.77524,-1.07015,-0.0,0.30439,102.0,1988.58,9 x 7,1837.29,2152.34
2023-10-02,SPX,4308.24,2023-10-06,Weekly,3.33,4290.0,-18.24,-0.004,0.51158,0.00037,78.77524,-0.80671,1.601,0.24994,118.0,2155.96,4 x 5,1997.37,2327.14,-0.48842,0.00037,78.77524,-0.92039,-0.0,0.25326,118.0,1997.08,2 x 17,1846.22,2160.26
2023-10-02,SPX,4308.24,2023-10-06,Weekly,3.33,4300.0,-8.24,-0.002,0.50523,0.00042,78.77524,-0.72124,0.72506,0.22346,111.0,2154.9,1 x 6,1995.22,2327.36,-0.49477,0.00042,78.77524,-0.83519,-0.0,0.22414,104.0,2005.69,6 x 10,1855.27,2168.31
2023-10-02,SPX,4308.24,2023-10-06,Weekly,3.33,4310.0,1.76,0.0,0.49888,0.00044,78.77524,-0.70033,0.0,0.21698,97.0,2153.96,1 x 1,1993.18,2327.72,-0.50112,0.00044,78.77524,-0.81454,-0.15521,0.21701,120.0,2014.43,5 x 5,1864.44,2176.47
2023-10-02,SPX,4308.24,2023-10-06,Weekly,3.33,4320.0,11.76,0.003,0.49254,0.00042,78.77524,-0.74396,0.0,0.2305,122.0,2153.15,3 x 10,1991.26,2328.21,-0.50746,0.00042,78.77524,-0.85844,-1.03953,0.23188,100.0,2023.28,2 x 6,1873.74,2184.76
2023-10-02,SPX,4308.24,2023-10-06,Weekly,3.33,4330.0,21.76,0.005,0.48619,0.00037,78.77524,-0.85215,0.0,0.26402,92.0,2152.46,5 x 19,1989.45,2328.83,-0.51381,0.00037,78.77524,-0.96689,-1.92759,0.26875,95.0,2032.27,6 x 13,1883.17,2193.17
2023-10-02,SPX,4308.24,2023-10-06,Weekly,3.33,4340.0,31.76,0.007,0.47985,0.00031,78.77524,-1.02489,0.0,0.31754,109.0,2151.89,10 x 18,1987.76,2329.58,-0.52015,0.00031,78.77524,-1.1399,-2.81913,0.32762,90.0,2041.37,5 x 6,1892.72,2201.7
2023-10-02,SPX,4308.24,2023-10-06,Weekly,3.33,4350.0,41.76,0.01,0.47352,0.00025,78.77524,-1.26219,0.0,0.39106,125.0,2151.45,1 x 18,1986.19,2330.46,-0.52648,0.00025,78.77524,-1.37746,-3.71385,0.40849,90.0,2050.6,4 x 17,1902.39,2210.36
2023-10-02,SPX,4308.24,2023-10-06,Weekly,3.33,4360.0,51.76,0.012,0.46719,0.0002,78.77524,-1.56404,0.0,0.48457,94.0,2151.13,5 x 18,1984.74,2331.47,-0.53281,0.0002,78.77524,-1.67958,-4.61145,0.51137,99.0,2059.95,1 x 17,1912.19,2219.13
2023-10-02,SPX,4308.24,2023-10-06,Weekly,3.33,4370.0,61.76,0.014,0.46088,0.00017,78.77524,-1.93044,0.0,0.59809,94.0,2150.93,10 x 6,1983.4,2332.62,-0.53912,0.00017,78.77524,-2.04624,-5.51165,0.63624,109.0,2069.43,6 x 3,1922.11,2228.03
2023-10-02,SPX,4308.24,2023-10-06,Weekly,3.33,4380.0,71.76,0.017,0.45458,0.00014,78.77524,-2.3614,0.0,0.73161,116.0,2150.86,9 x 20,1982.18,2333.89,-0.54542,0.00014,78.77524,-2.47746,-6.41415,0.78311,126.0,2079.02,3 x 18,1932.15,2237.06
2023-10-02,SPX,4308.24,2023-10-06,Weekly,3.33,4390.0,81.76,0.019,0.44829,0.00011,78.77524,-2.85691,0.0,0.88513,117.0,2150.91,1 x 10,1981.08,2335.3,-0.55171,0.00011,78.77524,-2.97324,-7.31866,0.95198,87.0,2088.74,8 x 1,1942.32,2246.2
2023-10-02,SPX,4308.24,2023-10-06,Weekly,3.33,4400.0,91.76,0.021,0.44202,0.0001,78.77524,-3.41697,0.0,1.05865,103.0,2151.08,5 x 10,1980.09,2336.83,-0.55798,0.0001,78.77524,-3.53356,-8.22488,1.14285,121.0,2098.59,4 x 14,1952.61,2255.47
2023-10-02,SPX,4308.24,2023-10-21,Monthly,18.33,4100.0,-208.24,-0.048,0.55619,1e-05,184.51813,-6.30485,35.16104,4.57548,19.0,2204.41,5 x 11,2004.13,2424.71,-0.44381,1e-05,184.51813,-6.39836,-0.0,5.00912,18.0,1309.38,8 x 16,1178.38,1454.95
2023-10-02,SPX,4308.24,2023-10-21,Monthly,18.33,4125.0,-183.24,-0.043,0.54949,1e-05,184.51813,-4.95624,31.15817,3.59678,18.0,2197.39,2 x 19,1996.52,2418.46,-0.45051,1e-05,184.51813,-5.05032,-0.0,3.93255,22.0,1323.17,5 x 17,1191.5,1469.39
2023-10-02,SPX,4308.24,2023-10-21,Monthly,18.33,4150.0,-158.24,-0.037,0.54277,1e-05,184.51813,-3.77987,27.09279,2.74308,23.0,2190.62,9 x 4,1989.17,2412.49,-0.45723,1e-05,184.51813,-3.87452,-0.0,2.99348,21.0,1337.22,4 x 8,1204.88,1484.09
2023-10-02,SPX,4308.24,2023-10-21,Monthly,18.33,4175.0,-133.24,-0.031,0.53604,2e-05,184.51813,-2.77574,22.96622,2.01438,25.0,2184.13,5 x 1,1982.06,2406.8,-0.46396,2e-05,184.51813,-2.87097,-0.0,2.19191,19.0,1351.54,4 x 14,1218.52,1499.07
2023-10-02,SPX,4308.24,2023-10-21,Monthly,18.33,4200.0,-108.24,-0.025,0.5293,3e-05,184.51813,-1.94387,18.77983,1.41068,26.0,2177.9,5 x 2,1975.2,2401.41,-0.4707,3e-05,184.51813,-2.03966,-0.0,1.52784,25.0,1366.12,6 x 5,1232.42,1514.33
2023-10-02,SPX,4308.24,2023-10-21,Monthly,18.33,4225.0,-83.24,-0.019,0.52254,4e-05,184.51813,-1.28423,14.53506,0.93198,23.0,2171.95,4 x 6,1968.59,2396.31,-0.47746,4e-05,184.51813,-1.3806,-0.0,1.00127,26.0,1380.98,2 x 3,1246.59,1529.86
2023-10-02,SPX,4308.24,2023-10-21,Monthly,18.33,4250.0,-58.24,-0.014,0.51578,7e-05,184.51813,-0.79685,10.23338,0.57828,24.0,2166.27,2 x 12,1962.24,2391.51,-0.48422,7e-05,184.51813,-0.89378,-0.0,0.6122,24.0,1396.12,1 x 8,1261.02,1545.69
2023-10-02,SPX,4308.24,2023-10-21,Monthly,18.33,4275.0,-33.24,-0.008,0.50901,0.00011,184.51813,-0.48171,5.8763,0.34958,26.0,2160.87,8 x 20,1956.15,2387.01,-0.49099,0.00011,184.51813,-0.57921,-0.0,0.36063,23.0,1411.53,9 x 15,1275.72,1561.79
2023-10-02,SPX,4308.24,2023-10-21,Monthly,18.33,4300.0,-8.24,-0.002,0.50223,0.00016,184.51813,-0.33881,1.46539,0.24588,21.0,2155.75,2 x 3,1950.32,2382.82,-0.49777,0.00016,184.51813,-0.43688,-0.0,0.24656,26.0,1427.22,2 x 10,1290.69,1578.19
2023-10-02,SPX,4308.24,2023-10-21,Monthly,18.33,4325.0,16.76,0.004,0.49546,0.00015,184.51813,-0.36816,0.0,0.26718,21.0,2150.91,1 x 10,1944.74,2378.92,-0.50454,0.00015,184.51813,-0.4668,-2.99775,0.26998,22.0,1443.19,8 x 6,1305.93,1594.87
2023-10-02,SPX,4308.24,2023-10-21,Monthly,18.33,4350.0,41.76,0.01,0.48869,0.0001,184.51813,-0.56975,0.0,0.41348,25.0,2146.35,6 x 19,1939.44,2375.34,-0.51131,0.0001,184.51813,-0.66897,-7.51148,0.43091,26.0,1459.44,6 x 1,1321.45,1611.84
2023-10-02,SPX,4308.24,2023-10-21,Monthly,18.33,4375.0,66.76,0.015,0.48192,6e-05,184.51813,-0.94359,0.0,0.68477,24.0,2142.08,5 x 7,1934.39,2372.06,-0.51808,6e-05,184.51813,-1.04338,-12.07412,0.72934,19.0,1475.98,2 x 2,1337.25,1629.11
2023-10-02,SPX,4308.24,2023-10-21,Monthly,18.33,4400.0,91.76,0.021,0.47516,4e-05,184.51813,-1.48968,0.0,1.08107,23.0,2138.09,7 x 6,1929.61,2369.09,-0.52484,4e-05,184.51813,-1.59004,-16.68396,1.16527,21.0,1492.81,5 x 14,1353.32,1646.67
2023-10-02,SPX,4308.24,2023-10-21,Monthly,18.33,4425.0,116.76,0.027,0.4684,3e-05,184.51813,-2.20801,0.0,1.60237,23.0,2134.39,1 x 4,1925.1,2366.43,-0.5316,3e-05,184.51813,-2.30894,-21.33926,1.7387,19.0,1509.92,7 x 12,1369.67,1664.53
2023-10-02,SPX,4308.24,2023-10-21,Monthly,18.33,4450.0,141.76,0.033,0.46166,2e-05,184.51813,-3.09859,0.0,2.24867,24.0,2130.98,4 x 15,1920.86,2364.08,-0.53834,2e-05,184.51813,-3.20008,-26.03824,2.44963,25.0,1527.32,5 x 9,1386.3,1682.68
2023-10-02,SPX,4308.24,2023-10-21,Monthly,18.33,4475.0,166.76,0.039,0.45493,1e-05,184.51813,-4.16141,0.0,3.01997,17.0,2127.85,5 x 5,1916.88,2362.05,-0.54507,1e-05,184.51813,-4.26348,-30.77911,3.29806,18.0,1545.01,10 x 20,1403.22,1701.13
2023-10-02,SPX,4308.24,2023-10-21,Monthly,18.33,4500.0,191.76,0.045,0.44822,1e-05,184.51813,-5.39648,0.0,3.91627,17.0,2125.02,6 x 18,1913.17,2360.33,-0.55178,1e-05,184.51813,-5.49912,-35.56005,4.28399,21.0,1562.99,8 x 6,1420.41,1719.88
2023-10-03,SPX,4303.64,2023-10-06,Weekly,2.6,4200.0,-103.64,-0.024,0.57393,7e-05,69.58291,-4.69952,7.87788,1.28886,134.0,2167.46,1 x 6,2021.99,2323.41,-0.42607,7e-05,69.58291,-4.81163,-0.0,1.39628,121.0,1955.86,9 x 8,1799.76,2125.5
2023-10-03,SPX,4303.64,2023-10-06,Weekly,2.6,4210.0,-93.64,-0.022,0.56688,9e-05,69.58291,-3.98018,7.14432,1.09158,122.0,2165.32,1 x 10,2018.66,2322.64,-0.43312,9e-05,69.58291,-4.09256,-0.0,1.17927,175.0,1963.46,3 x 10,1807.93,2132.37
2023-10-03,SPX,4303.64,2023-10-06,Weekly,2.6,4220.0,-83.64,-0.019,0.55981,0.00011,69.58291,-3.33377,6.40428,0.9143,139.0,2163.31,6 x 10,2015.46,2322.01,-0.44019,0.00011,69.58291,-3.44642,-0.0,0.98426,150.0,1971.19,2 x 6,1816.23,2139.38
2023-10-03,SPX,4303.64,2023-10-06,Weekly,2.6,4230.0,-73.64,-0.017,0.55272,0.00013,69.58291,-2.76029,5.65803,0.75702,153.0,2161.43,7 x 10,2012.38,2321.53,-0.44728,0.00013,69.58291,-2.8732,-0.0,0.81125,131.0,1979.06,1 x 13,1824.67,2146.51
2023-10-03,SPX,4303.64,2023-10-06,Weekly,2.6,4240.0,-63.64,-0.015,0.5456,0.00016,69.58291,-2.25973,4.90587,0.61974,129.0,2159.69,2 x 13,2009.43,2321.19,-0.4544,0.00016,69.58291,-2.37291,-0.0,0.66024,179.0,1987.06,6 x 18,1833.25,2153.78
2023-10-03,SPX,4303.64,2023-10-06,Weekly,2.6,4250.0,-53.64,-0.012,0.53847,0.0002,69.58291,-1.83209,4.14809,0.50246,130.0,2158.09,6 x 3,2006.6,2321.01,-0.46153,0.0002,69.58291,-1.94554,-0.0,0.53123,138.0,1995.2,1 x 9,1841.97,2161.17
2023-10-03,SPX,4303.64,2023-10-06,Weekly,2.6,4260.0,-43.64,-0.01,0.53132,0.00025,69.58291,-1.47738,3.38497,0.40518,170.0,2156.62,3 x 20,2003.9,2320.97,-0.46868,0.00025,69.58291,-1.5911,-0.0,0.42422,159.0,2003.47,9 x 19,1850.83,2168.7
2023-10-03,SPX,4303.64,2023-10-06,Weekly,2.6,4270.0,-33.64,-0.008,0.52415,0.00032,69.58291,-1.1956,2.61684,0.3279,149.0,2155.28,4 x 12,2001.33,2321.08,-0.47585,0.00032,69.58291,-1.30958,-0.0,0.33922,172.0,2011.88,4 x 10,1859.83,2176.36
2023-10-03,SPX,4303.64,2023-10-06,Weekly,2.6,4280.0,-23.64,-0.005,0.51698,0.00039,69.58291,-0.98674,1.84398,0.27062,137.0,2154.09,8 x 19,1998.89,2321.34,-0.48302,0.00039,69.58291,-1.10099,-0.0,0.27621,139.0,2020.43,1 x 9,1868.97,2184.16
2023-10-03,SPX,4303.64,2023-10-06,Weekly,2.6,4290.0,-13.64,-0.003,0.5098,0.00046,69.58291,-0.85081,1.06673,0.23334,154.0,2153.03,3 x 10,1996.58,2321.75,-0.4902,0.00046,69.58291,-0.96532,-0.0,0.2352,158.0,2029.12,6 x 12,1878.26,2192.1
2023-10-03,SPX,4303.64,2023-10-06,Weekly,2.6,4300.0,-3.64,-0.001,0.50262,0.0005,69.58291,-0.7878,0.28539,0.21606,161.0,2152.12,7 x 3,1994.4,2322.31,-0.49738,0.0005,69.58291,-0.90258,-0.0,0.21619,166.0,2037.94,4 x 4,1887.68,2200.17
2023-10-03,SPX,4303.64,2023-10-06,Weekly,2.6,4310.0,6.36,0.001,0.49543,0.0005,69.58291,-0.79771,0.0,0.21878,173.0,2151.34,8 x 8,1992.36,2323.01,-0.50457,0.0005,69.58291,-0.91276,-0.49972,0.21918,171.0,2046.91,6 x 8,1897.25,2208.38
2023-10-03,SPX,4303.64,2023-10-06,Weekly,2.6,4320.0,16.36,0.004,0.48825,0.00045,69.58291,-0.88055,0.0,0.2415,173.0,2150.71,2 x 4,1990.45,2323.87,-0.51175,0.00045,69.58291,-0.99587,-1.28826,0.24417,141.0,2056.02,3 x 2,1906.96,2216.73
2023-10-03,SPX,4303.64,2023-10-06,Weekly,2.6,4330.0,26.36,0.006,0.48107,0.00039,69.58291,-1.03632,0.0,0.28421,151.0,2150.21,2 x 14,1988.67,2324.88,-0.51893,0.00039,69.58291,-1.1519,-2.07992,0.29116,158.0,2065.27,6 x 8,1916.82,2225.22
2023-10-03,SPX,4303.64,2023-10-06,Weekly,2.6,4340.0,36.36,0.008,0.4739,0.00032,69.58291,-1.26501,0.0,0.34693,126.0,2149.86,6 x 16,1987.02,2326.04,-0.5261,0.00032,69.58291,-1.38086,-2.87436,0.36015,128.0,2074.65,2 x 12,1926.81,2233.84
2023-10-03,SPX,4303.64,2023-10-06,Weekly,2.6,4350.0,46.36,0.011,0.46674,0.00026,69.58291,-1.56662,0.0,0.42965,148.0,2149.64,7 x 15,1985.51,2327.35,-0.53326,0.00026,69.58291,-1.68274,-3.67125,0.45115,136.0,2084.18,9 x 4,1936.95,2242.61
2023-10-03,SPX,4303.64,2023-10-06,Weekly,2.6,4360.0,56.36,0.013,0.45959,0.00021,69.58291,-1.94116,0.0,0.53237,141.0,2149.57,10 x 18,1984.13,2328.8,-0.54041,0.00021,69.58291,-2.05755,-4.47026,0.56414,145.0,2093.85,7 x 10,1947.23,2251.52
2023-10-03,SPX,4303.64,2023-10-06,Weekly,2.6,4370.0,66.36,0.015,0.45246,0.00017,69.58291,-2.38863,0.0,0.65509,125.0,2149.63,10 x 19,1982.89,2330.41,-0.54754,0.00017,69.58291,-2.50528,-5.27106,0.69913,145.0,2103.66,3 x 10,1957.65,2260.57
2023-10-03,SPX,4303.64,2023-10-06,Weekly,2.6,4380.0,76.36,0.018,0.44535,0.00014,69.58291,-2.90902,0.0,0.79781,163.0,2149.84,7 x 10,1981.78,2332.16,-0.55465,0.00014,69.58291,-3.02594,-6.07332,0.85612,169.0,2113.61,4 x 11,1968.21,2269.75
2023-10-03,SPX,4303.64,2023-10-06,Weekly,2.6,4390.0,86.36,0.02,0.43826,0.00012,69.58291,-3.50234,0.0,0.96053,162.0,2150.18,10 x 10,1980.8,2334.06,-0.56174,0.00012,69.58291,-3.61952,-6.8767,1.03511,171.0,2123.7,6 x 5,1978.91,2279.08
2023-10-03,SPX,4303.64,2023-10-06,Weekly,2.6,4400.0,96.36,0.022,0.4312,0.0001,69.58291,-4.16858,0.0,1.14325,139.0,2150.67,5 x 13,1979.96,2336.1,-0.5688,0.0001,69.58291,-4.28602,-7.68087,1.2361,165.0,2133.92,7 x 4,1989.75,2288.55
2023-10-03,SPX,4303.64,2023-10-21,Monthly,17.6,4100.0,-203.64,-0.047,0.55613,1e-05,180.62049,-6.15993,33.97641,4.38524,35.0,2200.4,4 x 11,2002.68,2417.64,-0.44387,1e-05,180.62049,-6.25412,-0.0,4.79993,24.0,1334.95,9 x 5,1202.71,1481.74
2023-10-03,SPX,4303.64,2023-10-21,Monthly,17.6,4125.0,-178.64,-0.042,0.54929,1e-05,180.62049,-4.81746,30.01616,3.42954,32.0,2193.45,4 x 3,1995.11,2411.5,-0.45071,1e-05,180.62049,-4.91223,-0.0,3.74866,33.0,1348.96,3 x 10,1216.08,1496.36
2023-10-03,SPX,4303.64,2023-10-21,Monthly,17.6,4150.0,-153.64,-0.036,0.54243,2e-05,180.62049,-3.65057,25.99394,2.59884,27.0,2186.76,6 x 8,1987.79,2405.65,-0.45757,2e-05,180.62049,-3.74592,-0.0,2.83489,27.0,1363.24,3 x 3,1229.71,1511.27
2023-10-03,SPX,4303.64,2023-10-21,Monthly,17.6,4175.0,-128.64,-0.03,0.53555,2e-05,180.62049,-2.65928,21.91113,1.89314,35.0,2180.35,4 x 1,1980.72,2400.1,-0.46445,2e-05,180.62049,-2.7552,-0.0,2.05862,30.0,1377.8,8 x 7,1243.62,1526.45
2023-10-03,SPX,4303.64,2023-10-21,Monthly,17.6,4200.0,-103.64,-0.024,0.52866,3e-05,180.62049,-1.84357,17.76914,1.31243,29.0,2174.22,4 x 17,1973.92,2394.85,-0.47134,3e-05,180.62049,-1.94006,-0.0,1.41985,34.0,1392.63,10 x 4,1257.79,1541.93
2023-10-03,SPX,4303.64,2023-10-21,Monthly,17.6,4225.0,-78.64,-0.018,0.52176,5e-05,180.62049,-1.20345,13.56945,0.85673,36.0,2168.37,5 x 3,1967.37,2389.9,-0.47824,5e-05,180.62049,-1.30052,-0.0,0.91857,36.0,1407.74,1 x 6,1272.23,1557.69
2023-10-03,SPX,4303.64,2023-10-21,Monthly,17.6,4250.0,-53.64,-0.012,0.51484,8e-05,180.62049,-0.73891,9.31359,0.52603,37.0,2162.8,1 x 4,1961.09,2385.26,-0.48516,8e-05,180.62049,-0.83656,-0.0,0.5548,27.0,1423.14,1 x 5,1286.95,1573.74
2023-10-03,SPX,4303.64,2023-10-21,Monthly,17.6,4275.0,-28.64,-0.007,0.50793,0.00013,180.62049,-0.44996,5.00314,0.32033,30.0,2157.52,6 x 9,1955.07,2380.92,-0.49207,0.00013,180.62049,-0.54818,-0.0,0.32853,36.0,1438.82,10 x 3,1301.94,1590.09
2023-10-03,SPX,4303.64,2023-10-21,Monthly,17.6,4300.0,-3.64,-0.001,0.50101,0.00017,180.62049,-0.3366,0.6397,0.23963,30.0,2152.52,10 x 17,1949.33,2376.9,-0.49899,0.00017,180.62049,-0.43539,-0.0,0.23976,33.0,1454.79,2 x 5,1317.22,1606.73
2023-10-03,SPX,4303.64,2023-10-21,Monthly,17.6,4325.0,21.36,0.005,0.49409,0.00015,180.62049,-0.39883,0.0,0.28393,37.0,2147.82,3 x 17,1943.85,2373.19,-0.50591,0.00015,180.62049,-0.49819,-3.77507,0.28849,37.0,1471.05,8 x 9,1332.78,1623.67
2023-10-03,SPX,4303.64,2023-10-21,Monthly,17.6,4350.0,46.36,0.011,0.48717,9e-05,180.62049,-0.63664,0.0,0.45322,38.0,2143.41,10 x 20,1938.64,2369.8,-0.51283,9e-05,180.62049,-0.73658,-8.23946,0.47472,37.0,1487.6,9 x 11,1348.62,1640.91
2023-10-03,SPX,4303.64,2023-10-21,Monthly,17.6,4375.0,71.36,0.017,0.48026,6e-05,180.62049,-1.05004,0.0,0.74752,26.0,2139.29,10 x 5,1933.7,2366.72,-0.51974,6e-05,180.62049,-1.15056,-12.75174,0.79844,32.0,1504.45,8 x 3,1364.74,1658.45
2023-10-03,SPX,4303.64,2023-10-21,Monthly,17.6,4400.0,96.36,0.022,0.47335,4e-05,180.62049,-1.63903,0.0,1.16682,37.0,2135.46,5 x 10,1929.04,2363.97,-0.52665,4e-05,180.62049,-1.74012,-17.31015,1.25967,33.0,1521.59,9 x 8,1381.16,1676.29
2023-10-03,SPX,4303.64,2023-10-21,Monthly,17.6,4425.0,121.36,0.028,0.46646,3e-05,180.62049,-2.4036,0.0,1.71112,37.0,2131.93,4 x 16,1924.66,2361.53,-0.53354,3e-05,180.62049,-2.50526,-21.91287,1.8584,27.0,1539.02,7 x 14,1397.86,1694.44
2023-10-03,SPX,4303.64,2023-10-21,Monthly,17.6,4450.0,146.36,0.034,0.45957,2e-05,180.62049,-3.34376,0.0,2.38042,29.0,2128.7,10 x 7,1920.54,2359.41,-0.54043,2e-05,180.62049,-3.446,-26.55809,2.59463,37.0,1556.75,3 x 4,1414.85,1712.89
2023-10-03,SPX,4303.64,2023-10-21,Monthly,17.6,4475.0,171.36,0.04,0.45271,1e-05,180.62049,-4.45951,0.0,3.17472,33.0,2125.76,8 x 4,1916.71,2357.62,-0.54729,1e-05,180.62049,-4.56232,-31.24395,3.46836,32.0,1574.78,3 x 20,1432.13,1731.65
2023-10-03,SPX,4303.64,2023-10-21,Monthly,17.6,4500.0,196.36,0.046,0.44586,1e-05,180.62049,-5.75084,0.0,4.09401,30.0,2123.12,3 x 16,1913.15,2356.15,-0.55414,1e-05,180.62049,-5.85423,-35.96856,4.47958,25.0,1593.11,8 x 13,1449.69,1750.71
2023-10-03,SPX,4304.96,2023-10-06,Weekly,2.6,4200.0,-104.96,-0.024,0.57484,7e-05,69.59495,-4.80173,7.97301,1.31632,156.0,2168.41,4 x 20,2023.04,2324.22,-0.42516,7e-05,69.59495,-4.91384,-0.0,1.42648,152.0,1955.52,10 x 8,1799.3,2125.3
2023-10-03,SPX,4304.96,2023-10-06,Weekly,2.6,4210.0,-94.96,-0.022,0.5678,9e-05,69.59495,-4.07248,7.24039,1.1164,157.0,2166.25,5 x 1,2019.7,2323.43,-0.4322,9e-05,69.59495,-4.18485,-0.0,1.20657,167.0,1963.1,5 x 2,1807.45,2132.16
2023-10-03,SPX,4304.96,2023-10-06,Weekly,2.6,4220.0,-84.96,-0.02,0.56074,0.00011,69.59495,-3.41618,6.50127,0.93649,153.0,2164.22,1 x 14,2016.49,2322.79,-0.43926,0.00011,69.59495,-3.52882,-0.0,1.00867,179.0,1970.82,5 x 1,1815.73,2139.15
2023-10-03,SPX,4304.96,2023-10-06,Weekly,2.6,4230.0,-74.96,-0.017,0.55364,0.00013,69.59495,-2.83284,5.75591,0.77658,131.0,2162.33,9 x 17,2013.39,2322.29,-0.44636,0.00013,69.59495,-2.94575,-0.0,0.83276,164.0,1978.67,6 x 12,1824.16,2146.27
2023-10-03,SPX,4304.96,2023-10-06,Weekly,2.6,4240.0,-64.96,-0.015,0.54653,0.00016,69.59495,-2.32246,5.00459,0.63666,161.0,2160.57,3 x 13,2010.42,2321.94,-0.45347,0.00016,69.59495,-2.43564,-0.0,0.67886,157.0,1986.65,10 x 17,1832.72,2153.52
2023-10-03,SPX,4304.96,2023-10-06,Weekly,2.6,4250.0,-54.96,-0.013,0.5394,0.0002,69.59495,-1.88503,4.24762,0.51675,141.0,2158.95,2 x 18,2007.58,2321.73,-0.4606,0.0002,69.59495,-1.99848,-0.0,0.54695,175.0,1994.77,4 x 4,1841.42,2160.89
2023-10-03,SPX,4304.96,2023-10-06,Weekly,2.6,4260.0,-44.96,-0.01,0.53225,0.00025,69.59495,-1.52056,3.48528,0.41684,141.0,2157.46,2 x 5,2004.86,2321.67,-0.46775,0.00025,69.59495,-1.63428,-0.0,0.43705,142.0,2003.03,8 x 14,1850.26,2168.41
2023-10-03,SPX,4304.96,2023-10-06,Weekly,2.6,4270.0,-34.96,-0.008,0.52509,0.00031,69.59495,-1.22905,2.71788,0.33693,172.0,2156.11,2 x 8,2002.27,2321.76,-0.47491,0.00031,69.59495,-1.34303,-0.0,0.34915,129.0,2011.42,9 x 14,1859.24,2176.05
2023-10-03,SPX,4304.96,2023-10-06,Weekly,2.6,4280.0,-24.96,-0.006,0.51792,0.00038,69.59495,-1.0105,1.94572,0.27701,156.0,2154.9,4 x 20,1999.82,2322.0,-0.48208,0.00038,69.59495,-1.12475,-0.0,0.28324,175.0,2019.95,5 x 10,1868.37,2183.83
2023-10-03,SPX,4304.96,2023-10-06,Weekly,2.6,4290.0,-14.96,-0.003,0.51074,0.00045,69.59495,-0.8649,1.16912,0.2371,176.0,2153.82,3 x 20,1997.49,2322.39,-0.48926,0.00045,69.59495,-0.97942,-0.0,0.23934,134.0,2028.62,2 x 4,1877.63,2191.75
2023-10-03,SPX,4304.96,2023-10-06,Weekly,2.6,4300.0,-4.96,-0.001,0.50356,0.00049,69.59495,-0.79226,0.3884,0.21719,128.0,2152.89,8 x 18,1995.29,2322.93,-0.49644,0.00049,69.59495,-0.90704,-0.0,0.21743,140.0,2037.43,6 x 7,1887.04,2199.8
2023-10-03,SPX,4304.96,2023-10-06,Weekly,2.6,4310.0,5.04,0.001,0.49638,0.0005,69.59495,-0.79258,0.0,0.21727,137.0,2152.1,2 x 17,1993.23,2323.62,-0.50362,0.0005,69.59495,-0.90763,-0.39613,0.21753,144.0,2046.38,1 x 2,1896.59,2207.99
2023-10-03,SPX,4304.96,2023-10-06,Weekly,2.6,4320.0,15.04,0.003,0.48919,0.00046,69.59495,-0.86585,0.0,0.23736,145.0,2151.44,9 x 7,1991.3,2324.46,-0.51081,0.00046,69.59495,-0.98117,-1.18414,0.23962,131.0,2055.47,3 x 7,1906.28,2216.32
2023-10-03,SPX,4304.96,2023-10-06,Weekly,2.6,4330.0,25.04,0.006,0.48202,0.0004,69.59495,-1.01208,0.0,0.27745,158.0,2150.93,9 x 5,1989.5,2325.45,-0.51798,0.0004,69.59495,-1.12767,-1.9753,0.28372,177.0,2064.7,4 x 20,1916.12,2224.79
2023-10-03,SPX,4304.96,2023-10-06,Weekly,2.6,4340.0,35.04,0.008,0.47484,0.00033,69.59495,-1.23127,0.0,0.33753,136.0,2150.55,9 x 5,1987.84,2326.59,-0.52516,0.00033,69.59495,-1.34712,-2.76929,0.34981,179.0,2074.07,9 x 20,1926.1,2233.4
2023-10-03,SPX,4304.96,2023-10-06,Weekly,2.6,4350.0,45.04,0.01,0.46768,0.00027,69.59495,-1.52342,0.0,0.41762,131.0,2150.32,5 x 14,1986.31,2327.87,-0.53232,0.00027,69.59495,-1.63953,-3.56577,0.43791,153.0,2083.58,1 x 1,1936.21,2242.15
2023-10-03,SPX,4304.96,2023-10-06,Weekly,2.6,4360.0,55.04,0.013,0.46054,0.00022,69.59495,-1.88852,0.0,0.51771,133.0,2150.23,10 x 11,1984.91,2329.31,-0.53946,0.00022,69.59495,-2.0049,-4.36442,0.54801,124.0,2093.23,7 x 20,1946.48,2251.04
2023-10-03,SPX,4304.96,2023-10-06,Weekly,2.6,4370.0,65.04,0.015,0.45341,0.00018,69.59495,-2.32658,0.0,0.63779,123.0,2150.28,3 x 2,1983.65,2330.9,-0.54659,0.00018,69.59495,-2.44323,-5.1649,0.6801,163.0,2103.02,3 x 17,1956.88,2260.07
