,symbol,underlying_last,expire_date,expiry_type,dte,strike,strike_distance,strike_distance_pct,p_delta,p_gamma,p_vega,p_theta,p_rho,p_iv,p_volume,p_last,p_size,p_bid,p_ask,p_mid,p_spread
2023-10-03,SPX,4313.68,2023-10-03,Daily,0.43,4330.0,16.32,0.004,-0.52863,0.00117,28.47337,-2.20037,-0.52546,0.23526,52.0,2154.71,6 x 4,2008.4,2311.67,2160.035,303.27
2023-10-03,SPX,4313.68,2023-10-03,Daily,0.43,4335.0,21.32,0.005,-0.53737,0.0011,28.47337,-2.369,-0.6867,0.25596,48.0,2159.85,10 x 2,2014.84,2315.3,2165.07,300.46000000000026
2023-10-03,SPX,4313.68,2023-10-03,Daily,0.43,4340.0,26.32,0.006,-0.54609,0.00101,28.47337,-2.58239,-0.84789,0.28216,50.0,2165.09,5 x 14,2021.37,2319.03,2170.2,297.6600000000003
2023-10-03,SPX,4313.68,2023-10-03,Daily,0.43,4345.0,31.32,0.007,-0.55478,0.00093,28.47337,-2.84054,-1.00893,0.31387,55.0,2170.41,8 x 4,2027.98,2322.84,2175.41,294.8600000000001
2023-10-03,SPX,4313.68,2023-10-03,Daily,0.43,4350.0,36.32,0.008,-0.56344,0.00084,28.47337,-3.14345,-1.16972,0.35107,51.0,2175.81,6 x 9,2034.68,2326.74,2180.71,292.0599999999997
2023-10-06,SPX,4313.68,2023-10-06,Weekly,3.43,4200.0,-113.68,-0.026,-0.42939,6e-05,79.95674,-4.92248,-0.0,1.63842,28.0,1919.73,9 x 12,1764.83,2088.23,1926.53,323.4000000000001
2023-10-06,SPX,4313.68,2023-10-06,Weekly,3.43,4210.0,-103.68,-0.024,-0.43553,7e-05,79.95674,-4.2298,-0.0,1.39932,37.0,1927.21,7 x 19,1772.7,2095.18,1933.94,322.4799999999998
2023-10-06,SPX,4313.68,2023-10-06,Weekly,3.43,4220.0,-93.68,-0.022,-0.44169,8e-05,79.95674,-3.60089,-0.0,1.18223,38.0,1934.79,4 x 6,1780.69,2102.23,1941.46,321.53999999999996
2023-10-06,SPX,4313.68,2023-10-06,Weekly,3.43,4230.0,-83.68,-0.019,-0.44786,9e-05,79.95674,-3.03574,-0.0,0.98713,28.0,1942.5,8 x 15,1788.8,2109.4,1949.1,320.60000000000014
2023-10-06,SPX,4313.68,2023-10-06,Weekly,3.43,4240.0,-73.68,-0.017,-0.45406,0.00012,79.95674,-2.53435,-0.0,0.81404,32.0,1950.32,3 x 16,1797.02,2116.69,1956.855,319.6700000000001
2023-10-06,SPX,4313.68,2023-10-06,Weekly,3.43,4250.0,-63.68,-0.015,-0.46026,0.00014,79.95674,-2.09672,-0.0,0.66295,29.0,1958.25,2 x 15,1805.37,2124.08,1964.725,318.71000000000004
2023-10-06,SPX,4313.68,2023-10-06,Weekly,3.43,4260.0,-53.68,-0.012,-0.46648,0.00018,79.95674,-1.72284,-0.0,0.53385,37.0,1966.3,4 x 13,1813.83,2131.59,1972.71,317.7600000000002
2023-10-06,SPX,4313.68,2023-10-06,Weekly,3.43,4270.0,-43.68,-0.01,-0.47271,0.00022,79.95674,-1.41273,-0.0,0.42676,40.0,1974.48,10 x 20,1822.42,2139.22,1980.82,316.7999999999997
2023-10-06,SPX,4313.68,2023-10-06,Weekly,3.43,4280.0,-33.68,-0.008,-0.47895,0.00028,79.95674,-1.16638,-0.0,0.34167,31.0,1982.77,5 x 9,1831.12,2146.97,1989.0449999999998,315.8499999999999
2023-10-06,SPX,4313.68,2023-10-06,Weekly,3.43,4290.0,-23.68,-0.005,-0.4852,0.00034,79.95674,-0.98379,-0.0,0.27857,41.0,1991.18,8 x 13,1839.95,2154.83,1997.3899999999999,314.8799999999999
2023-10-06,SPX,4313.68,2023-10-06,Weekly,3.43,4300.0,-13.68,-0.003,-0.49145,0.00039,79.95674,-0.86496,-0.0,0.23748,35.0,1999.71,10 x 8,1848.9,2162.81,2005.855,313.90999999999985
2023-10-06,SPX,4313.68,2023-10-06,Weekly,3.43,4310.0,-3.68,-0.001,-0.4977,0.00043,79.95674,-0.80988,-0.0,0.21838,37.0,2008.36,7 x 12,1857.97,2170.91,2014.44,312.9399999999998
2023-10-06,SPX,4313.68,2023-10-06,Weekly,3.43,4320.0,6.32,0.001,-0.50395,0.00043,79.95674,-0.81857,-0.56526,0.22129,38.0,2017.13,5 x 19,1867.17,2179.13,2023.15,311.96000000000004
2023-10-06,SPX,4313.68,2023-10-06,Weekly,3.43,4330.0,16.32,0.004,-0.5102,0.00039,79.95674,-0.89102,-1.46272,0.2462,35.0,2026.02,3 x 16,1876.48,2187.47,2031.975,310.9899999999998
2023-10-06,SPX,4313.68,2023-10-06,Weekly,3.43,4340.0,26.32,0.006,-0.51645,0.00033,79.95674,-1.02723,-2.36386,0.2931,35.0,2035.03,1 x 14,1885.92,2195.93,2040.925,310.00999999999976
2023-10-06,SPX,4313.68,2023-10-06,Weekly,3.43,4350.0,36.32,0.008,-0.5227,0.00028,79.95674,-1.22719,-3.2684,0.36201,35.0,2044.17,1 x 13,1895.48,2204.51,2049.995,309.0300000000002
2023-10-06,SPX,4313.68,2023-10-06,Weekly,3.43,4360.0,46.32,0.011,-0.52893,0.00023,79.95674,-1.49092,-4.17604,0.45292,28.0,2053.42,3 x 10,1905.17,2213.21,2059.19,308.03999999999996
2023-10-06,SPX,4313.68,2023-10-06,Weekly,3.43,4370.0,56.32,0.013,-0.53516,0.00018,79.95674,-1.81841,-5.08652,0.56582,30.0,2062.8,2 x 2,1914.98,2222.03,2068.505,307.0500000000002
2023-10-06,SPX,4313.68,2023-10-06,Weekly,3.43,4380.0,66.32,0.015,-0.54138,0.00015,79.95674,-2.20965,-5.99952,0.70073,38.0,2072.3,3 x 17,1924.9,2230.98,2077.94,306.0799999999999
2023-10-06,SPX,4313.68,2023-10-06,Weekly,3.43,4390.0,76.32,0.018,-0.54758,0.00012,79.95674,-2.66466,-6.91478,0.85763,30.0,2081.92,2 x 4,1934.95,2240.04,2087.495,305.0899999999999
2023-10-06,SPX,4313.68,2023-10-06,Weekly,3.43,4400.0,86.32,0.02,-0.55377,0.0001,79.95674,-3.18343,-7.832,1.03654,33.0,2091.66,7 x 8,1945.13,2249.23,2097.1800000000003,304.0999999999999
2023-10-21,SPX,4313.68,2023-10-21,Monthly,18.43,4100.0,-213.68,-0.05,-0.44257,1e-05,185.2156,-6.70635,-0.0,5.26164,6.0,1305.12,5 x 14,1174.24,1450.57,1312.405,276.3299999999999
2023-10-21,SPX,4313.68,2023-10-21,Monthly,18.43,4125.0,-188.68,-0.044,-0.44924,1e-05,185.2156,-5.32257,-0.0,4.15516,7.0,1318.83,2 x 16,1187.29,1464.93,1326.1100000000001,277.6400000000001
2023-10-21,SPX,4313.68,2023-10-21,Monthly,18.43,4150.0,-163.68,-0.038,-0.45593,1e-05,185.2156,-4.11081,-0.0,3.18617,6.0,1332.8,7 x 4,1200.59,1479.56,1340.0749999999998,278.97
2023-10-21,SPX,4313.68,2023-10-21,Monthly,18.43,4175.0,-138.68,-0.032,-0.46263,2e-05,185.2156,-3.07108,-0.0,2.35469,5.0,1347.04,4 x 18,1214.15,1494.46,1354.305,280.30999999999995
2023-10-21,SPX,4313.68,2023-10-21,Monthly,18.43,4200.0,-113.68,-0.026,-0.46935,3e-05,185.2156,-2.20339,-0.0,1.66071,7.0,1361.54,4 x 13,1227.97,1509.64,1368.805,281.6700000000001
2023-10-21,SPX,4313.68,2023-10-21,Monthly,18.43,4225.0,-88.68,-0.021,-0.47608,4e-05,185.2156,-1.50772,-0.0,1.10422,5.0,1376.31,5 x 4,1242.05,1525.1,1383.5749999999998,283.04999999999995
2023-10-21,SPX,4313.68,2023-10-21,Monthly,18.43,4250.0,-63.68,-0.015,-0.48282,6e-05,185.2156,-0.98409,-0.0,0.68524,6.0,1391.36,4 x 4,1256.39,1540.83,1398.6100000000001,284.4399999999998
2023-10-21,SPX,4313.68,2023-10-21,Monthly,18.43,4275.0,-38.68,-0.009,-0.48956,0.0001,185.2156,-0.63249,-0.0,0.40375,6.0,1406.69,7 x 12,1271.0,1556.86,1413.9299999999998,285.8599999999999
2023-10-21,SPX,4313.68,2023-10-21,Monthly,18.43,4300.0,-13.68,-0.003,-0.49631,0.00016,185.2156,-0.45291,-0.0,0.25977,7.0,1422.29,10 x 3,1285.88,1573.16,1429.52,287.28
2023-10-21,SPX,4313.68,2023-10-21,Monthly,18.43,4325.0,11.32,0.003,-0.50306,0.00016,185.2156,-0.44537,-2.02563,0.25328,7.0,1438.17,9 x 20,1301.03,1589.76,1445.395,288.73
2023-10-21,SPX,4313.68,2023-10-21,Monthly,18.43,4350.0,36.32,0.008,-0.5098,0.00011,185.2156,-0.60986,-6.53561,0.3843,8.0,1454.33,6 x 5,1316.46,1606.64,1461.5500000000002,290.18000000000006
2023-10-21,SPX,4313.68,2023-10-21,Monthly,18.43,4375.0,61.32,0.014,-0.51655,7e-05,185.2156,-0.94637,-11.0949,0.65281,6.0,1470.78,3 x 4,1332.16,1623.82,1477.99,291.65999999999985
2023-10-21,SPX,4313.68,2023-10-21,Monthly,18.43,4400.0,86.32,0.02,-0.52329,4e-05,185.2156,-1.45492,-15.7018,1.05883,7.0,1487.51,4 x 9,1348.13,1641.29,1494.71,293.15999999999985
2023-10-21,SPX,4313.68,2023-10-21,Monthly,18.43,4425.0,111.32,0.026,-0.53002,3e-05,185.2156,-2.1355,-20.35459,1.60235,6.0,1504.52,7 x 7,1364.39,1659.05,1511.72,294.65999999999985
2023-10-21,SPX,4313.68,2023-10-21,Monthly,18.43,4450.0,136.32,0.032,-0.53673,2e-05,185.2156,-2.98811,-25.05152,2.28336,6.0,1521.82,1 x 11,1380.92,1677.1,1529.01,296.17999999999984
2023-10-21,SPX,4313.68,2023-10-21,Monthly,18.43,4475.0,161.32,0.037,-0.54344,2e-05,185.2156,-4.01275,-29.7908,3.10188,7.0,1539.41,1 x 2,1397.73,1695.46,1546.595,297.73
2023-10-21,SPX,4313.68,2023-10-21,Monthly,18.43,4500.0,186.32,0.043,-0.55013,1e-05,185.2156,-5.20942,-34.57063,4.05789,7.0,1557.29,9 x 5,1414.82,1714.1,1564.46,299.28
2023-10-03,SPX,4315.64,2023-10-03,Daily,0.42,4250.0,-65.64,-0.015,-0.38669,0.00034,28.46363,-5.82461,-0.0,0.67997,56.0,2083.63,1 x 17,1916.8,2264.99,2090.895,348.1899999999998
2023-10-03,SPX,4315.64,2023-10-03,Daily,0.42,4255.0,-60.64,-0.014,-0.39505,0.00039,28.46363,-5.25874,-0.0,0.61051,43.0,2087.39,10 x 19,1921.73,2267.33,2094.5299999999997,345.5999999999999
2023-10-03,SPX,4315.64,2023-10-03,Daily,0.42,4260.0,-55.64,-0.013,-0.40348,0.00044,28.46363,-4.73769,-0.0,0.54655,45.0,2091.23,9 x 1,1926.76,2269.73,2098.245,342.97
2023-10-03,SPX,4315.64,2023-10-03,Daily,0.42,4265.0,-50.64,-0.012,-0.41196,0.0005,28.46363,-4.26147,-0.0,0.48809,47.0,2095.14,8 x 9,1931.87,2272.21,2102.04,340.34000000000015
2023-10-03,SPX,4315.64,2023-10-03,Daily,0.42,4270.0,-45.64,-0.011,-0.4205,0.00056,28.46363,-3.83005,-0.0,0.43513,52.0,2099.14,6 x 3,1937.08,2274.75,2105.915,337.6700000000001
2023-10-03,SPX,4315.64,2023-10-03,Daily,0.42,4275.0,-40.64,-0.009,-0.42908,0.00064,28.46363,-3.44346,-0.0,0.38767,45.0,2103.22,2 x 10,1942.39,2277.36,2109.875,334.97
2023-10-03,SPX,4315.64,2023-10-03,Daily,0.42,4280.0,-35.64,-0.008,-0.43771,0.00072,28.46363,-3.10168,-0.0,0.34571,39.0,2107.38,10 x 7,1947.78,2280.05,2113.915,332.2700000000002
2023-10-03,SPX,4315.64,2023-10-03,Daily,0.42,4285.0,-30.64,-0.007,-0.44638,0.00081,28.46363,-2.80472,-0.0,0.30925,41.0,2111.62,9 x 10,1953.27,2282.81,2118.04,329.53999999999996
2023-10-03,SPX,4315.64,2023-10-03,Daily,0.42,4290.0,-25.64,-0.006,-0.45507,0.00091,28.46363,-2.55258,-0.0,0.27829,54.0,2115.95,2 x 11,1958.85,2285.65,2122.25,326.8000000000002
2023-10-03,SPX,4315.64,2023-10-03,Daily,0.42,4295.0,-20.64,-0.005,-0.4638,0.00101,28.46363,-2.34526,-0.0,0.25283,48.0,2120.37,2 x 11,1964.53,2288.58,2126.555,324.04999999999995
2023-10-03,SPX,4315.64,2023-10-03,Daily,0.42,4300.0,-15.64,-0.004,-0.47255,0.0011,28.46363,-2.18275,-0.0,0.23288,44.0,2124.87,10 x 7,1970.29,2291.58,2130.935,321.28999999999996
2023-10-03,SPX,4315.64,2023-10-03,Daily,0.42,4305.0,-10.64,-0.002,-0.48131,0.00118,28.46363,-2.06506,-0.0,0.21842,40.0,2129.46,4 x 11,1976.16,2294.66,2135.41,318.4999999999998
2023-10-03,SPX,4315.64,2023-10-03,Daily,0.42,4310.0,-5.64,-0.001,-0.49009,0.00124,28.46363,-1.99219,-0.0,0.20946,45.0,2134.14,4 x 1,1982.11,2297.82,2139.965,315.71000000000026
2023-10-03,SPX,4315.64,2023-10-03,Daily,0.42,4315.0,-0.64,-0.0,-0.49887,0.00128,28.46363,-1.96414,-0.0,0.206,48.0,2138.9,2 x 3,1988.15,2301.07,2144.61,312.9200000000001
2023-10-03,SPX,4315.64,2023-10-03,Daily,0.42,4320.0,4.36,0.001,-0.50765,0.00128,28.46363,-1.9809,-0.13985,0.20804,45.0,2143.75,6 x 1,1994.29,2304.41,2149.35,310.1199999999999
2023-10-03,SPX,4315.64,2023-10-03,Daily,0.42,4325.0,9.36,0.002,-0.51643,0.00125,28.46363,-2.04248,-0.30067,0.21558,52.0,2148.69,3 x 7,2000.52,2307.83,2154.175,307.30999999999995
2023-10-03,SPX,4315.64,2023-10-03,Daily,0.42,4330.0,14.36,0.003,-0.5252,0.0012,28.46363,-2.14888,-0.46169,0.22862,56.0,2153.71,4 x 15,2006.84,2311.34,2159.09,304.5000000000002
2023-10-03,SPX,4315.64,2023-10-03,Daily,0.42,4335.0,19.36,0.004,-0.53395,0.00113,28.46363,-2.3001,-0.62278,0.24716,40.0,2158.83,7 x 9,2013.24,2314.94,2164.09,301.70000000000005
2023-10-03,SPX,4315.64,2023-10-03,Daily,0.42,4340.0,24.36,0.006,-0.54268,0.00105,28.46363,-2.49613,-0.78387,0.2712,41.0,2164.03,8 x 9,2019.73,2318.62,2169.175,298.8899999999999
2023-10-03,SPX,4315.64,2023-10-03,Daily,0.42,4345.0,29.36,0.007,-0.55138,0.00096,28.46363,-2.73698,-0.94484,0.30074,47.0,2169.31,10 x 14,2026.31,2322.4,2174.355,296.09000000000015
2023-10-03,SPX,4315.64,2023-10-03,Daily,0.42,4350.0,34.36,0.008,-0.56006,0.00087,28.46363,-3.02265,-1.10561,0.33578,41.0,2174.68,7 x 16,2032.98,2326.27,2179.625,293.28999999999996
2023-10-06,SPX,4315.64,2023-10-06,Weekly,3.42,4200.0,-115.64,-0.027,-0.42821,5e-05,79.9851,-5.06896,-0.0,1.68801,37.0,1919.22,3 x 15,1764.17,2087.89,1926.03,323.7199999999998
2023-10-06,SPX,4315.64,2023-10-06,Weekly,3.42,4210.0,-105.64,-0.024,-0.43434,6e-05,79.9851,-4.36336,-0.0,1.44459,38.0,1926.67,5 x 14,1772.02,2094.82,1933.42,322.8000000000002
2023-10-06,SPX,4315.64,2023-10-06,Weekly,3.42,4220.0,-95.64,-0.022,-0.44049,8e-05,79.9851,-3.72156,-0.0,1.22317,30.0,1934.24,5 x 9,1779.98,2101.85,1940.915,321.8699999999999
2023-10-06,SPX,4315.64,2023-10-06,Weekly,3.42,4230.0,-85.64,-0.02,-0.44667,9e-05,79.9851,-3.14355,-0.0,1.02375,38.0,1941.92,2 x 20,1788.07,2109.0,1948.5349999999999,320.93000000000006
2023-10-06,SPX,4315.64,2023-10-06,Weekly,3.42,4240.0,-75.64,-0.018,-0.45285,0.00011,79.9851,-2.62934,-0.0,0.84633,29.0,1949.71,1 x 6,1796.27,2116.26,1956.265,319.99000000000024
2023-10-06,SPX,4315.64,2023-10-06,Weekly,3.42,4250.0,-65.64,-0.015,-0.45906,0.00014,79.9851,-2.17892,-0.0,0.69091,39.0,1957.63,5 x 17,1804.59,2123.64,1964.1149999999998,319.04999999999995
2023-10-06,SPX,4315.64,2023-10-06,Weekly,3.42,4260.0,-55.64,-0.013,-0.46527,0.00017,79.9851,-1.7923,-0.0,0.55749,40.0,1965.66,3 x 19,1813.03,2131.13,1972.08,318.10000000000014
2023-10-06,SPX,4315.64,2023-10-06,Weekly,3.42,4270.0,-45.64,-0.011,-0.4715,0.00021,79.9851,-1.46947,-0.0,0.44608,28.0,1973.8,4 x 11,1821.6,2138.73,1980.165,317.1300000000001
2023-10-06,SPX,4315.64,2023-10-06,Weekly,3.42,4280.0,-35.64,-0.008,-0.47773,0.00026,79.9851,-1.21044,-0.0,0.35666,33.0,1982.07,9 x 3,1830.28,2146.46,1988.37,316.18000000000006
2023-10-06,SPX,4315.64,2023-10-06,Weekly,3.42,4290.0,-25.64,-0.006,-0.48397,0.00032,79.9851,-1.0152,-0.0,0.28924,30.0,1990.46,5 x 18,1839.08,2154.29,1996.685,315.21000000000004
2023-10-06,SPX,4315.64,2023-10-06,Weekly,3.42,4300.0,-15.64,-0.004,-0.49022,0.00038,79.9851,-0.88376,-0.0,0.24382,36.0,1998.96,3 x 14,1848.01,2162.25,2005.13,314.24
2023-10-06,SPX,4315.64,2023-10-06,Weekly,3.42,4310.0,-5.64,-0.001,-0.49647,0.00042,79.9851,-0.81611,-0.0,0.2204,41.0,2007.59,7 x 13,1857.06,2170.33,2013.695,313.27
2023-10-06,SPX,4315.64,2023-10-06,Weekly,3.42,4320.0,4.36,0.001,-0.50272,0.00043,79.9851,-0.81226,-0.38924,0.21898,34.0,2016.34,7 x 11,1866.23,2178.52,2022.375,312.28999999999996
2023-10-06,SPX,4315.64,2023-10-06,Weekly,3.42,4330.0,14.36,0.003,-0.50897,0.0004,79.9851,-0.87221,-1.28585,0.23956,33.0,2025.21,6 x 3,1875.52,2186.84,2031.18,311.32000000000016
2023-10-06,SPX,4315.64,2023-10-06,Weekly,3.42,4340.0,24.36,0.006,-0.51522,0.00035,79.9851,-0.99595,-2.1862,0.28214,39.0,2034.2,9 x 1,1884.93,2195.28,2040.105,310.35000000000014
2023-10-06,SPX,4315.64,2023-10-06,Weekly,3.42,4350.0,34.36,0.008,-0.52146,0.00029,79.9851,-1.18349,-3.09001,0.34672,34.0,2043.31,7 x 16,1894.47,2203.83,2049.15,309.3599999999999
2023-10-06,SPX,4315.64,2023-10-06,Weekly,3.42,4360.0,44.36,0.01,-0.5277,0.00023,79.9851,-1.43482,-3.99697,0.4333,34.0,2052.54,3 x 11,1904.13,2212.51,2058.32,308.3800000000001
2023-10-06,SPX,4315.64,2023-10-06,Weekly,3.42,4370.0,54.36,0.013,-0.53393,0.00019,79.9851,-1.74994,-4.90682,0.54189,35.0,2061.89,6 x 16,1913.92,2221.31,2067.615,307.3899999999999
2023-10-06,SPX,4315.64,2023-10-06,Weekly,3.42,4380.0,64.36,0.015,-0.54014,0.00016,79.9851,-2.12887,-5.81926,0.67247,41.0,2071.37,8 x 5,1923.82,2230.23,2077.025,306.4100000000001
2023-10-06,SPX,4315.64,2023-10-06,Weekly,3.42,4390.0,74.36,0.017,-0.54635,0.00013,79.9851,-2.57159,-6.734,0.82505,39.0,2080.96,2 x 18,1933.85,2239.27,2086.56,305.4200000000001
2023-10-06,SPX,4315.64,2023-10-06,Weekly,3.42,4400.0,84.36,0.02,-0.55254,0.00011,79.9851,-3.0781,-7.65076,0.99963,30.0,2090.68,4 x 15,1943.99,2248.43,2096.21,304.4399999999998
2023-10-21,SPX,4315.64,2023-10-21,Monthly,18.43,4100.0,-215.64,-0.05,-0.44207,1e-05,185.29653,-6.82571,-0.0,5.35449,7.0,1304.72,6 x 10,1173.83,1450.2,1312.0149999999999,276.3700000000001
2023-10-21,SPX,4315.64,2023-10-21,Monthly,18.43,4125.0,-190.64,-0.044,-0.44874,1e-05,185.29653,-5.42773,-0.0,4.23719,6.0,1318.41,4 x 16,1186.86,1464.54,1325.6999999999998,277.68000000000006
2023-10-21,SPX,4315.64,2023-10-21,Monthly,18.43,4150.0,-165.64,-0.038,-0.45542,1e-05,185.29653,-4.20186,-0.0,3.25739,8.0,1332.36,4 x 8,1200.15,1479.14,1339.645,278.99
2023-10-21,SPX,4315.64,2023-10-21,Monthly,18.43,4175.0,-140.64,-0.033,-0.46212,2e-05,185.29653,-3.14811,-0.0,2.4151,6.0,1346.58,8 x 19,1213.69,1494.03,1353.8600000000001,280.3399999999999
2023-10-21,SPX,4315.64,2023-10-21,Monthly,18.43,4200.0,-115.64,-0.027,-0.46884,2e-05,185.29653,-2.26647,-0.0,1.7103,6.0,1361.06,8 x 11,1227.48,1509.18,1368.33,281.70000000000005
2023-10-21,SPX,4315.64,2023-10-21,Monthly,18.43,4225.0,-90.64,-0.021,-0.47556,4e-05,185.29653,-1.55694,-0.0,1.143,6.0,1375.82,9 x 2,1241.54,1524.62,1383.08,283.0799999999999
2023-10-21,SPX,4315.64,2023-10-21,Monthly,18.43,4250.0,-65.64,-0.015,-0.48229,6e-05,185.29653,-1.01952,-0.0,0.7132,7.0,1390.85,9 x 9,1255.87,1540.33,1398.1,284.46000000000004
2023-10-21,SPX,4315.64,2023-10-21,Monthly,18.43,4275.0,-40.64,-0.009,-0.48903,0.0001,185.29653,-0.65421,-0.0,0.42091,7.0,1406.15,9 x 9,1270.46,1556.33,1413.395,285.8699999999999
2023-10-21,SPX,4315.64,2023-10-21,Monthly,18.43,4300.0,-15.64,-0.004,-0.49578,0.00015,185.29653,-0.46102,-0.0,0.26611,6.0,1421.73,9 x 14,1285.32,1572.62,1428.9699999999998,287.29999999999995
2023-10-21,SPX,4315.64,2023-10-21,Monthly,18.43,4325.0,9.36,0.002,-0.50252,0.00016,185.29653,-0.43994,-1.67308,0.24881,7.0,1437.59,4 x 9,1300.45,1589.19,1444.8200000000002,288.74
2023-10-21,SPX,4315.64,2023-10-21,Monthly,18.43,4350.0,34.36,0.008,-0.50927,0.00011,185.29653,-0.59097,-6.17904,0.36901,5.0,1453.73,4 x 1,1315.85,1606.05,1460.9499999999998,290.20000000000005
2023-10-21,SPX,4315.64,2023-10-21,Monthly,18.43,4375.0,59.36,0.014,-0.51601,7e-05,185.29653,-0.91411,-10.73441,0.62672,6.0,1470.15,1 x 11,1331.53,1623.2,1477.365,291.6700000000001
2023-10-21,SPX,4315.64,2023-10-21,Monthly,18.43,4400.0,84.36,0.02,-0.52275,4e-05,185.29653,-1.40936,-15.33752,1.02192,6.0,1486.86,2 x 12,1347.48,1640.65,1494.065,293.1700000000001
2023-10-21,SPX,4315.64,2023-10-21,Monthly,18.43,4425.0,109.36,0.025,-0.52947,3e-05,185.29653,-2.07673,-19.98663,1.55462,8.0,1503.85,3 x 5,1363.71,1658.39,1511.0500000000002,294.68000000000006
2023-10-21,SPX,4315.64,2023-10-21,Monthly,18.43,4450.0,134.36,0.031,-0.53619,2e-05,185.29653,-2.91621,-24.68,2.22482,6.0,1521.13,8 x 17,1380.22,1676.42,1528.3200000000002,296.20000000000005
2023-10-21,SPX,4315.64,2023-10-21,Monthly,18.43,4475.0,159.36,0.037,-0.54289,2e-05,185.29653,-3.9278,-29.41585,3.03253,6.0,1538.69,5 x 17,1397.01,1694.75,1545.88,297.74
2023-10-21,SPX,4315.64,2023-10-21,Monthly,18.43,4500.0,184.36,0.043,-0.54958,1e-05,185.29653,-5.1115,-34.19237,3.97773,5.0,1556.55,3 x 1,1414.08,1713.37,1563.725,299.28999999999996
2023-10-03,SPX,4307.96,2023-10-03,Daily,0.42,4250.0,-57.96,-0.013,-0.39932,0.00042,28.39023,-4.96791,-0.0,0.57542,51.0,2085.67,9 x 5,1920.91,2264.57,2092.7400000000002,343.6600000000001
2023-10-03,SPX,4307.96,2023-10-03,Daily,0.42,4255.0,-52.96,-0.012,-0.4078,0.00047,28.39023,-4.47146,-0.0,0.51442,49.0,2089.55,8 x 5,1925.98,2267.01,2096.495,341.0300000000002
2023-10-03,SPX,4307.96,2023-10-03,Daily,0.42,4260.0,-47.96,-0.011,-0.41634,0.00053,28.39023,-4.01978,-0.0,0.45892,39.0,2093.51,6 x 10,1931.15,2269.51,2100.33,338.3600000000001
2023-10-03,SPX,4307.96,2023-10-03,Daily,0.42,4265.0,-42.96,-0.01,-0.42492,0.0006,28.39023,-3.61287,-0.0,0.40892,44.0,2097.54,7 x 5,1936.41,2272.09,2104.25,335.68000000000006
2023-10-03,SPX,4307.96,2023-10-03,Daily,0.42,4270.0,-37.96,-0.009,-0.43355,0.00068,28.39023,-3.25074,-0.0,0.36442,42.0,2101.67,3 x 17,1941.76,2274.74,2108.25,332.9799999999998
2023-10-03,SPX,4307.96,2023-10-03,Daily,0.42,4275.0,-32.96,-0.008,-0.44222,0.00077,28.39023,-2.93338,-0.0,0.32542,42.0,2105.87,4 x 10,1947.2,2277.47,2112.335,330.26999999999975
2023-10-03,SPX,4307.96,2023-10-03,Daily,0.42,4280.0,-27.96,-0.006,-0.45092,0.00087,28.39023,-2.66079,-0.0,0.29191,49.0,2110.16,1 x 10,1952.74,2280.27,2116.505,327.53
2023-10-03,SPX,4307.96,2023-10-03,Daily,0.42,4285.0,-22.96,-0.005,-0.45966,0.00096,28.39023,-2.43297,-0.0,0.26391,39.0,2114.54,1 x 20,1958.37,2283.15,2120.76,324.7800000000002
2023-10-03,SPX,4307.96,2023-10-03,Daily,0.42,4290.0,-17.96,-0.004,-0.46842,0.00106,28.39023,-2.24994,-0.0,0.24141,54.0,2119.0,7 x 20,1964.1,2286.11,2125.105,322.0100000000002
2023-10-03,SPX,4307.96,2023-10-03,Daily,0.42,4295.0,-12.96,-0.003,-0.4772,0.00115,28.39023,-2.11167,-0.0,0.22441,55.0,2123.55,1 x 12,1969.92,2289.16,2129.54,319.2399999999998
2023-10-03,SPX,4307.96,2023-10-03,Daily,0.42,4300.0,-7.96,-0.002,-0.48599,0.00122,28.39023,-2.01818,-0.0,0.21291,54.0,2128.18,2 x 9,1975.83,2292.28,2134.0550000000003,316.4500000000003
2023-10-03,SPX,4307.96,2023-10-03,Daily,0.42,4305.0,-2.96,-0.001,-0.49479,0.00127,28.39023,-1.96946,-0.0,0.20691,49.0,2132.9,9 x 3,1981.83,2295.49,2138.66,313.65999999999985
2023-10-03,SPX,4307.96,2023-10-03,Daily,0.42,4310.0,2.04,0.0,-0.5036,0.00129,28.39023,-1.96551,-0.06556,0.20641,47.0,2137.71,9 x 4,1987.93,2298.79,2143.36,310.8599999999999
2023-10-03,SPX,4307.96,2023-10-03,Daily,0.42,4315.0,7.04,0.002,-0.5124,0.00127,28.39023,-2.00634,-0.22613,0.2114,41.0,2142.61,9 x 12,1994.12,2302.17,2148.145,308.0500000000002
2023-10-03,SPX,4307.96,2023-10-03,Daily,0.42,4320.0,12.04,0.003,-0.5212,0.00123,28.39023,-2.09194,-0.38693,0.2219,39.0,2147.6,5 x 4,2000.39,2305.63,2153.01,305.24
2023-10-03,SPX,4307.96,2023-10-03,Daily,0.42,4325.0,17.04,0.004,-0.52998,0.00117,28.39023,-2.22231,-0.54787,0.2379,40.0,2152.67,8 x 10,2006.76,2309.19,2157.975,302.43000000000006
2023-10-03,SPX,4307.96,2023-10-03,Daily,0.42,4330.0,22.04,0.005,-0.53875,0.00109,28.39023,-2.39746,-0.70884,0.2594,50.0,2157.83,5 x 14,2013.22,2312.84,2163.03,299.6200000000001
