,symbol,underlying_last,expire_date,expiry_type,dte,strike,strike_distance,strike_distance_pct,c_delta,c_gamma,c_vega,c_theta,c_rho,c_iv,c_volume,c_last,c_size,c_bid,c_ask,c_mid,c_spread
2023-10-06,SPX,4312.08,2023-10-06,Weekly,3.38,4290.0,-22.08,-0.005,0.51389,0.00035,79.44905,-0.85131,1.94989,0.26554,69.0,2158.33,8 x 9,1999.84,2329.38,2164.61,329.5400000000002
2023-10-06,SPX,4312.08,2023-10-06,Weekly,3.38,4300.0,-12.08,-0.003,0.5076,0.0004,79.44905,-0.74181,1.06939,0.23138,84.0,2157.22,7 x 15,1997.64,2329.54,2163.59,331.89999999999986
2023-10-06,SPX,4312.08,2023-10-06,Weekly,3.38,4310.0,-2.08,-0.0,0.50131,0.00043,79.44905,-0.69643,0.18443,0.21723,83.0,2156.23,1 x 5,1995.57,2329.83,2162.7,334.26
2023-10-06,SPX,4312.08,2023-10-06,Weekly,3.38,4320.0,7.92,0.002,0.49501,0.00043,79.44905,-0.71516,0.0,0.22307,76.0,2155.36,6 x 18,1993.6,2330.25,2161.925,336.6500000000001
2023-10-06,SPX,4312.08,2023-10-06,Weekly,3.38,4330.0,17.92,0.004,0.48872,0.00038,79.44905,-0.79802,0.0,0.24891,76.0,2154.62,10 x 16,1991.75,2330.8,2161.275,339.0500000000002
2023-10-06,SPX,4312.08,2023-10-06,Weekly,3.38,4340.0,27.92,0.006,0.48244,0.00033,79.44905,-0.94499,0.0,0.29476,60.0,2153.99,10 x 1,1990.02,2331.48,2160.75,341.46000000000004
2023-10-06,SPX,4312.08,2023-10-06,Weekly,3.38,4350.0,37.92,0.009,0.47615,0.00027,79.44905,-1.15609,0.0,0.3606,68.0,2153.49,7 x 15,1988.4,2332.29,2160.3450000000003,343.8899999999999
2023-10-06,SPX,4312.08,2023-10-06,Weekly,3.38,4360.0,47.92,0.011,0.46988,0.00022,79.44905,-1.4313,0.0,0.44645,69.0,2153.11,1 x 9,1986.9,2333.23,2160.065,346.3299999999999
2023-10-06,SPX,4312.08,2023-10-06,Weekly,3.38,4370.0,57.92,0.013,0.46361,0.00018,79.44905,-1.77063,0.0,0.55229,81.0,2152.85,3 x 11,1985.52,2334.3,2159.91,348.7800000000002
2023-10-06,SPX,4312.08,2023-10-06,Weekly,3.38,4380.0,67.92,0.016,0.45736,0.00015,79.44905,-2.17409,0.0,0.67813,68.0,2152.72,2 x 14,1984.25,2335.5,2159.875,351.25
2023-10-06,SPX,4312.08,2023-10-06,Weekly,3.38,4390.0,77.92,0.018,0.45112,0.00012,79.44905,-2.64166,0.0,0.82398,69.0,2152.71,4 x 8,1983.09,2336.83,2159.96,353.74
2023-10-06,SPX,4312.08,2023-10-06,Weekly,3.38,4400.0,87.92,0.02,0.44489,0.0001,79.44905,-3.17335,0.0,0.98982,63.0,2152.81,6 x 8,1982.06,2338.28,2160.17,356.22000000000025
2023-10-21,SPX,4312.08,2023-10-21,Monthly,18.38,4100.0,-212.08,-0.049,0.55709,1e-05,184.94101,-6.52389,35.80402,4.73685,14.0,2207.45,10 x 4,2006.9,2428.05,2217.4750000000004,421.1500000000001
2023-10-21,SPX,4312.08,2023-10-21,Monthly,18.38,4125.0,-187.08,-0.043,0.55041,1e-05,184.94101,-5.14954,31.80673,3.73896,13.0,2200.39,9 x 11,1999.26,2421.75,2210.505,422.49
2023-10-21,SPX,4312.08,2023-10-21,Monthly,18.38,4150.0,-162.08,-0.038,0.54371,1e-05,184.94101,-3.94734,27.74677,2.86607,14.0,2193.58,1 x 3,1991.87,2415.73,2203.8,423.8600000000001
2023-10-21,SPX,4312.08,2023-10-21,Monthly,18.38,4175.0,-137.08,-0.032,0.53699,2e-05,184.94101,-2.91729,23.62545,2.11818,12.0,2187.05,2 x 8,1984.72,2410.0,2197.36,425.28
2023-10-21,SPX,4312.08,2023-10-21,Monthly,18.38,4200.0,-112.08,-0.026,0.53026,3e-05,184.94101,-2.05941,19.44414,1.49529,13.0,2180.78,8 x 16,1977.82,2404.56,2191.19,426.74
2023-10-21,SPX,4312.08,2023-10-21,Monthly,18.38,4225.0,-87.08,-0.02,0.52352,4e-05,184.94101,-1.37368,15.20424,0.9974,16.0,2174.78,7 x 7,1971.18,2399.41,2185.295,428.2299999999998
2023-10-21,SPX,4312.08,2023-10-21,Monthly,18.38,4250.0,-62.08,-0.014,0.51678,6e-05,184.94101,-0.86012,10.90722,0.62451,14.0,2169.05,8 x 11,1964.79,2394.56,2179.675,429.77
2023-10-21,SPX,4312.08,2023-10-21,Monthly,18.38,4275.0,-37.08,-0.009,0.51002,0.00011,184.94101,-0.5187,6.55458,0.37662,17.0,2163.61,8 x 16,1958.65,2390.0,2174.325,431.3499999999999
2023-10-21,SPX,4312.08,2023-10-21,Monthly,18.38,4300.0,-12.08,-0.003,0.50327,0.00016,184.94101,-0.34945,2.14788,0.25373,15.0,2158.44,2 x 15,1952.78,2385.75,2169.265,432.97
2023-10-21,SPX,4312.08,2023-10-21,Monthly,18.38,4325.0,12.92,0.003,0.49651,0.00016,184.94101,-0.35236,0.0,0.25584,12.0,2153.55,9 x 19,1947.17,2381.8,2164.485,434.6300000000001
2023-10-21,SPX,4312.08,2023-10-21,Monthly,18.38,4350.0,37.92,0.009,0.48975,0.00011,184.94101,-0.52742,0.0,0.38295,14.0,2148.94,8 x 4,1941.81,2378.16,2159.9849999999997,436.3499999999999
2023-10-21,SPX,4312.08,2023-10-21,Monthly,18.38,4375.0,62.92,0.015,0.483,7e-05,184.94101,-0.87464,0.0,0.63506,17.0,2144.62,3 x 3,1936.72,2374.82,2155.77,438.10000000000014
2023-10-21,SPX,4312.08,2023-10-21,Monthly,18.38,4400.0,87.92,0.02,0.47625,4e-05,184.94101,-1.39402,0.0,1.01217,14.0,2140.58,2 x 4,1931.9,2371.79,2151.8450000000003,439.8899999999999
2023-10-21,SPX,4312.08,2023-10-21,Monthly,18.38,4425.0,112.92,0.026,0.46951,3e-05,184.94101,-2.08556,0.0,1.51428,17.0,2136.82,3 x 15,1927.34,2369.08,2148.21,441.74
2023-10-21,SPX,4312.08,2023-10-21,Monthly,18.38,4450.0,137.92,0.032,0.46278,2e-05,184.94101,-2.94926,0.0,2.14139,15.0,2133.36,10 x 17,1923.05,2366.67,2144.86,443.6200000000001
2023-10-21,SPX,4312.08,2023-10-21,Monthly,18.38,4475.0,162.92,0.038,0.45607,1e-05,184.94101,-3.98511,0.0,2.8935,15.0,2130.18,9 x 10,1919.02,2364.57,2141.795,445.5500000000002
2023-10-21,SPX,4312.08,2023-10-21,Monthly,18.38,4500.0,187.92,0.044,0.44937,1e-05,184.94101,-5.19312,0.0,3.77061,15.0,2127.29,8 x 3,1915.26,2362.79,2139.025,447.53
2023-10-03,SPX,4309.63,2023-10-03,Daily,0.38,4250.0,-59.63,-0.014,0.60845,0.00041,27.05223,-5.27787,1.76333,0.56118,108.0,2163.05,8 x 4,2031.42,2303.2,2167.31,271.77999999999975
2023-10-03,SPX,4309.63,2023-10-03,Daily,0.38,4255.0,-54.63,-0.013,0.59961,0.00047,27.05223,-4.7406,1.62149,0.50406,87.0,2161.88,8 x 7,2028.64,2303.87,2166.255,275.2299999999998
2023-10-03,SPX,4309.63,2023-10-03,Daily,0.38,4260.0,-49.63,-0.012,0.59071,0.00053,27.05223,-4.25036,1.47825,0.45193,99.0,2160.8,8 x 14,2025.93,2304.64,2165.285,278.7099999999998
2023-10-03,SPX,4309.63,2023-10-03,Daily,0.38,4265.0,-44.63,-0.01,0.58174,0.0006,27.05223,-3.80715,1.33369,0.40481,111.0,2159.8,2 x 12,2023.29,2305.51,2164.4,282.22000000000025
2023-10-03,SPX,4309.63,2023-10-03,Daily,0.38,4270.0,-39.63,-0.009,0.57272,0.00068,27.05223,-3.41096,1.1879,0.36268,111.0,2158.88,6 x 5,2020.73,2306.48,2163.605,285.75
2023-10-03,SPX,4309.63,2023-10-03,Daily,0.38,4275.0,-34.63,-0.008,0.56365,0.00077,27.05223,-3.06179,1.04097,0.32555,89.0,2158.06,9 x 20,2018.25,2307.56,2162.9049999999997,289.30999999999995
2023-10-03,SPX,4309.63,2023-10-03,Daily,0.38,4280.0,-29.63,-0.007,0.55454,0.00087,27.05223,-2.75965,0.89299,0.29343,102.0,2157.32,5 x 11,2015.84,2308.74,2162.29,292.89999999999986
2023-10-03,SPX,4309.63,2023-10-03,Daily,0.38,4285.0,-24.63,-0.006,0.54539,0.00098,27.05223,-2.50453,0.74406,0.2663,92.0,2156.68,6 x 14,2013.51,2310.02,2161.765,296.51
2023-10-03,SPX,4309.63,2023-10-03,Daily,0.38,4290.0,-19.63,-0.005,0.53621,0.00108,27.05223,-2.29644,0.59428,0.24418,84.0,2156.12,8 x 17,2011.27,2311.4,2161.335,300.1300000000001
2023-10-03,SPX,4309.63,2023-10-03,Daily,0.38,4295.0,-14.63,-0.003,0.52701,0.00118,27.05223,-2.13537,0.44374,0.22705,95.0,2155.65,3 x 18,2009.11,2312.88,2160.995,303.7700000000002
2023-10-03,SPX,4309.63,2023-10-03,Daily,0.38,4300.0,-9.63,-0.002,0.51778,0.00126,27.05223,-2.02133,0.29255,0.21492,87.0,2155.28,5 x 20,2007.03,2314.47,2160.75,307.4399999999998
2023-10-03,SPX,4309.63,2023-10-03,Daily,0.38,4305.0,-4.63,-0.001,0.50855,0.00132,27.05223,-1.95431,0.1408,0.2078,105.0,2154.99,1 x 10,2005.05,2316.16,2160.605,311.1099999999999
2023-10-03,SPX,4309.63,2023-10-03,Daily,0.38,4310.0,0.37,0.0,0.49931,0.00135,27.05223,-1.93431,0.0,0.20567,117.0,2154.8,5 x 20,2003.15,2317.94,2160.545,314.78999999999996
2023-10-03,SPX,4309.63,2023-10-03,Daily,0.38,4315.0,5.37,0.001,0.49007,0.00135,27.05223,-1.96134,0.0,0.20854,105.0,2154.7,8 x 6,2001.33,2319.82,2160.575,318.49000000000024
2023-10-03,SPX,4309.63,2023-10-03,Daily,0.38,4320.0,10.37,0.002,0.48084,0.00131,27.05223,-2.03539,0.0,0.21642,112.0,2154.69,10 x 17,1999.61,2321.81,2160.71,322.20000000000005
2023-10-03,SPX,4309.63,2023-10-03,Daily,0.38,4325.0,15.37,0.004,0.47162,0.00125,27.05223,-2.15647,0.0,0.22929,89.0,2154.78,8 x 3,1997.98,2323.88,2160.9300000000003,325.9000000000001
2023-10-03,SPX,4309.63,2023-10-03,Daily,0.38,4330.0,20.37,0.005,0.46241,0.00118,27.05223,-2.32457,0.0,0.24717,111.0,2154.96,10 x 4,1996.44,2326.06,2161.25,329.6199999999999
2023-10-03,SPX,4309.63,2023-10-03,Daily,0.38,4335.0,25.37,0.006,0.45324,0.00109,27.05223,-2.5397,0.0,0.27004,114.0,2155.22,3 x 13,1994.99,2328.32,2161.655,333.33000000000015
2023-10-03,SPX,4309.63,2023-10-03,Daily,0.38,4340.0,30.37,0.007,0.4441,0.001,27.05223,-2.80185,0.0,0.29791,103.0,2155.58,4 x 1,1993.64,2330.68,2162.16,337.03999999999974
2023-10-03,SPX,4309.63,2023-10-03,Daily,0.38,4345.0,35.37,0.008,0.43499,0.00091,27.05223,-3.11103,0.0,0.33079,114.0,2156.03,3 x 9,1992.37,2333.13,2162.75,340.7600000000002
2023-10-03,SPX,4309.63,2023-10-03,Daily,0.38,4350.0,40.37,0.009,0.42593,0.00082,27.05223,-3.46723,0.0,0.36866,98.0,2156.57,2 x 11,1991.2,2335.67,2163.435,344.47
2023-10-06,SPX,4309.63,2023-10-06,Weekly,3.38,4200.0,-109.63,-0.025,0.5686,6e-05,79.39576,-4.54583,9.42596,1.41858,75.0,2171.92,6 x 4,2022.69,2332.16,2177.425,309.4699999999998
2023-10-06,SPX,4309.63,2023-10-06,Weekly,3.38,4210.0,-99.63,-0.023,0.56241,7e-05,79.39576,-3.87528,8.59595,1.20933,81.0,2169.77,7 x 10,2019.52,2331.2,2175.3599999999997,311.67999999999984
2023-10-06,SPX,4309.63,2023-10-06,Weekly,3.38,4220.0,-89.63,-0.021,0.5562,9e-05,79.39576,-3.26883,7.75921,1.02008,70.0,2167.74,5 x 1,2016.47,2330.37,2173.42,313.89999999999986
2023-10-06,SPX,4309.63,2023-10-06,Weekly,3.38,4230.0,-79.63,-0.018,0.54998,0.0001,79.39576,-2.72646,6.91597,0.85082,82.0,2165.83,8 x 8,2013.52,2329.65,2171.585,316.1300000000001
2023-10-06,SPX,4309.63,2023-10-06,Weekly,3.38,4240.0,-69.63,-0.016,0.54374,0.00013,79.39576,-2.24818,6.06648,0.70157,69.0,2164.03,1 x 13,2010.68,2329.07,2169.875,318.3900000000001
2023-10-06,SPX,4309.63,2023-10-06,Weekly,3.38,4250.0,-59.63,-0.014,0.53748,0.00016,79.39576,-1.83399,5.21098,0.57232,68.0,2162.35,7 x 10,2007.95,2328.62,2168.285,320.66999999999985
2023-10-06,SPX,4309.63,2023-10-06,Weekly,3.38,4260.0,-49.63,-0.012,0.53121,0.0002,79.39576,-1.4839,4.34975,0.46307,78.0,2160.79,6 x 10,2005.33,2328.29,2166.81,322.96000000000004
2023-10-06,SPX,4309.63,2023-10-06,Weekly,3.38,4270.0,-39.63,-0.009,0.52493,0.00024,79.39576,-1.19789,3.48304,0.37382,61.0,2159.34,4 x 7,2002.83,2328.09,2165.46,325.2600000000002
2023-10-06,SPX,4309.63,2023-10-06,Weekly,3.38,4280.0,-29.63,-0.007,0.51865,0.0003,79.39576,-0.97597,2.61112,0.30456,62.0,2158.02,9 x 10,2000.44,2328.02,2164.23,327.5799999999999
2023-10-06,SPX,4309.63,2023-10-06,Weekly,3.38,4290.0,-19.63,-0.005,0.51236,0.00036,79.39576,-0.81814,1.73425,0.25531,73.0,2156.82,5 x 11,1998.16,2328.08,2163.12,329.91999999999985
2023-10-06,SPX,4309.63,2023-10-06,Weekly,3.38,4300.0,-9.63,-0.002,0.50606,0.00041,79.39576,-0.7244,0.85272,0.22606,82.0,2155.74,1 x 12,1995.99,2328.27,2162.13,332.28
2023-10-06,SPX,4309.63,2023-10-06,Weekly,3.38,4310.0,0.37,0.0,0.49976,0.00044,79.39576,-0.69476,0.0,0.21681,82.0,2154.78,4 x 4,1993.94,2328.59,2161.2650000000003,334.6500000000001
2023-10-06,SPX,4309.63,2023-10-06,Weekly,3.38,4320.0,10.37,0.002,0.49347,0.00042,79.39576,-0.7292,0.0,0.22755,77.0,2153.94,1 x 12,1992.01,2329.04,2160.525,337.03
2023-10-06,SPX,4309.63,2023-10-06,Weekly,3.38,4330.0,20.37,0.005,0.48717,0.00037,79.39576,-0.82773,0.0,0.2583,68.0,2153.23,10 x 17,1990.18,2329.62,2159.9,339.4399999999998
2023-10-06,SPX,4309.63,2023-10-06,Weekly,3.38,4340.0,30.37,0.007,0.48088,0.00031,79.39576,-0.99035,0.0,0.30905,64.0,2152.63,3 x 18,1988.48,2330.34,2159.41,341.8600000000001
2023-10-06,SPX,4309.63,2023-10-06,Weekly,3.38,4350.0,40.37,0.009,0.4746,0.00026,79.39576,-1.21706,0.0,0.3798,64.0,2152.16,3 x 8,1986.89,2331.18,2159.035,344.28999999999974
2023-10-06,SPX,4309.63,2023-10-06,Weekly,3.38,4360.0,50.37,0.012,0.46832,0.00021,79.39576,-1.50786,0.0,0.47055,61.0,2151.81,10 x 7,1985.42,2332.15,2158.785,346.73
2023-10-06,SPX,4309.63,2023-10-06,Weekly,3.38,4370.0,60.37,0.014,0.46205,0.00017,79.39576,-1.86275,0.0,0.58129,78.0,2151.59,8 x 6,1984.06,2333.25,2158.6549999999997,349.19000000000005
2023-10-06,SPX,4309.63,2023-10-06,Weekly,3.38,4380.0,70.37,0.016,0.4558,0.00014,79.39576,-2.28173,0.0,0.71204,75.0,2151.48,6 x 16,1982.82,2334.49,2158.6549999999997,351.66999999999985
2023-10-06,SPX,4309.63,2023-10-06,Weekly,3.38,4390.0,80.37,0.019,0.44956,0.00012,79.39576,-2.7648,0.0,0.86279,78.0,2151.5,5 x 6,1981.7,2335.85,2158.775,354.14999999999986
2023-10-06,SPX,4309.63,2023-10-06,Weekly,3.38,4400.0,90.37,0.021,0.44333,0.0001,79.39576,-3.31196,0.0,1.03354,59.0,2151.64,1 x 10,1980.69,2337.34,2159.0150000000003,356.6500000000001
2023-10-21,SPX,4309.63,2023-10-21,Monthly,18.38,4100.0,-209.63,-0.049,0.55647,1e-05,184.83236,-6.37797,35.41314,4.63345,11.0,2205.53,6 x 7,2005.04,2426.07,2215.5550000000003,421.0300000000002
2023-10-21,SPX,4309.63,2023-10-21,Monthly,18.38,4125.0,-184.63,-0.043,0.54978,1e-05,184.83236,-5.02125,31.40999,3.64782,16.0,2198.49,2 x 1,1997.42,2419.79,2208.605,422.3699999999999
2023-10-21,SPX,4309.63,2023-10-21,Monthly,18.38,4150.0,-159.63,-0.037,0.54307,1e-05,184.83236,-3.83658,27.34424,2.78719,16.0,2191.71,2 x 10,1990.05,2413.8,2201.925,423.7500000000002
2023-10-21,SPX,4309.63,2023-10-21,Monthly,18.38,4175.0,-134.63,-0.031,0.53635,2e-05,184.83236,-2.82398,23.21723,2.05156,13.0,2185.2,6 x 3,1982.93,2408.1,2195.515,425.16999999999985
2023-10-21,SPX,4309.63,2023-10-21,Monthly,18.38,4200.0,-109.63,-0.025,0.52962,3e-05,184.83236,-1.98345,19.03032,1.44093,13.0,2178.95,10 x 16,1976.05,2402.68,2189.365,426.6299999999999
2023-10-21,SPX,4309.63,2023-10-21,Monthly,18.38,4225.0,-84.63,-0.02,0.52288,4e-05,184.83236,-1.31497,14.78494,0.9553,13.0,2172.98,5 x 15,1969.43,2397.56,2183.495,428.1299999999999
2023-10-21,SPX,4309.63,2023-10-21,Monthly,18.38,4250.0,-59.63,-0.014,0.51612,7e-05,184.83236,-0.81856,10.48254,0.59467,18.0,2167.28,6 x 13,1963.07,2392.74,2177.9049999999997,429.66999999999985
2023-10-21,SPX,4309.63,2023-10-21,Monthly,18.38,4275.0,-34.63,-0.008,0.50937,0.00011,184.83236,-0.49422,6.12464,0.35904,17.0,2161.86,1 x 15,1956.96,2388.22,2172.59,431.25999999999976
2023-10-21,SPX,4309.63,2023-10-21,Monthly,18.38,4300.0,-9.63,-0.002,0.5026,0.00016,184.83236,-0.34193,1.7128,0.24841,12.0,2156.72,3 x 12,1951.11,2383.99,2167.5499999999997,432.8799999999999
2023-10-21,SPX,4309.63,2023-10-21,Monthly,18.38,4325.0,15.37,0.004,0.49584,0.00016,184.83236,-0.36171,0.0,0.26278,12.0,2151.86,5 x 4,1945.52,2380.07,2162.795,434.5500000000002
2023-10-21,SPX,4309.63,2023-10-21,Monthly,18.38,4350.0,40.37,0.009,0.48908,0.0001,184.83236,-0.55356,0.0,0.40215,17.0,2147.28,3 x 20,1940.2,2376.46,2158.33,436.26
2023-10-21,SPX,4309.63,2023-10-21,Monthly,18.38,4375.0,65.37,0.015,0.48232,6e-05,184.83236,-0.91746,0.0,0.66652,17.0,2142.98,4 x 1,1935.13,2373.15,2154.1400000000003,438.02
2023-10-21,SPX,4309.63,2023-10-21,Monthly,18.38,4400.0,90.37,0.021,0.47557,4e-05,184.83236,-1.45343,0.0,1.05589,19.0,2138.97,7 x 13,1930.33,2370.16,2150.245,439.8299999999999
2023-10-21,SPX,4309.63,2023-10-21,Monthly,18.38,4425.0,115.37,0.027,0.46883,3e-05,184.83236,-2.16147,0.0,1.57026,17.0,2135.25,8 x 18,1925.8,2367.47,2146.6349999999998,441.66999999999985
2023-10-21,SPX,4309.63,2023-10-21,Monthly,18.38,4450.0,140.37,0.033,0.4621,2e-05,184.83236,-3.04156,0.0,2.20962,16.0,2131.81,8 x 1,1921.54,2365.09,2143.315,443.5500000000002
2023-10-21,SPX,4309.63,2023-10-21,Monthly,18.38,4475.0,165.37,0.038,0.45538,1e-05,184.83236,-4.09372,0.0,2.97399,15.0,2128.66,4 x 5,1917.54,2363.03,2140.285,445.49000000000024
2023-10-21,SPX,4309.63,2023-10-21,Monthly,18.38,4500.0,190.37,0.044,0.44868,1e-05,184.83236,-5.31795,0.0,3.86336,13.0,2125.8,3 x 8,1913.81,2361.28,2137.545,447.47000000000025
2023-10-03,SPX,4305.2,2023-10-03,Daily,0.38,4250.0,-55.2,-0.013,0.60081,0.00046,27.0006,-4.7988,1.63614,0.51032,102.0,2159.8,9 x 17,2026.92,2301.39,2164.1549999999997,274.4699999999998
2023-10-03,SPX,4305.2,2023-10-03,Daily,0.38,4255.0,-50.2,-0.012,0.5919,0.00053,27.0006,-4.30327,1.49321,0.45762,102.0,2158.71,10 x 17,2024.2,2302.15,2163.175,277.95000000000005
2023-10-03,SPX,4305.2,2023-10-03,Daily,0.38,4260.0,-45.2,-0.01,0.58292,0.0006,27.0006,-3.85475,1.34895,0.40993,82.0,2157.7,10 x 20,2021.55,2303.01,2162.28,281.46000000000026
2023-10-03,SPX,4305.2,2023-10-03,Daily,0.38,4265.0,-40.2,-0.009,0.57389,0.00068,27.0006,-3.45325,1.20345,0.36723,86.0,2156.77,3 x 1,2018.98,2303.97,2161.475,284.9899999999998
2023-10-03,SPX,4305.2,2023-10-03,Daily,0.38,4270.0,-35.2,-0.008,0.56481,0.00077,27.0006,-3.09877,1.05679,0.32953,99.0,2155.94,4 x 10,2016.48,2305.04,2160.76,288.55999999999995
2023-10-03,SPX,4305.2,2023-10-03,Daily,0.38,4275.0,-30.2,-0.007,0.55569,0.00086,27.0006,-2.7913,0.90908,0.29684,111.0,2155.19,10 x 1,2014.06,2306.21,2160.135,292.1500000000001
2023-10-03,SPX,4305.2,2023-10-03,Daily,0.38,4280.0,-25.2,-0.006,0.54652,0.00097,27.0006,-2.53086,0.76039,0.26914,85.0,2154.53,3 x 12,2011.73,2307.48,2159.605,295.75
2023-10-03,SPX,4305.2,2023-10-03,Daily,0.38,4285.0,-20.2,-0.005,0.53733,0.00107,27.0006,-2.31743,0.61085,0.24644,84.0,2153.96,8 x 14,2009.47,2308.85,2159.16,299.3799999999999
2023-10-03,SPX,4305.2,2023-10-03,Daily,0.38,4290.0,-15.2,-0.004,0.52811,0.00117,27.0006,-2.15102,0.46053,0.22875,113.0,2153.49,2 x 15,2007.3,2310.32,2158.81,303.0200000000002
2023-10-03,SPX,4305.2,2023-10-03,Daily,0.38,4295.0,-10.2,-0.002,0.51887,0.00125,27.0006,-2.03162,0.30955,0.21605,111.0,2153.1,3 x 12,2005.21,2311.9,2158.5550000000003,306.69000000000005
2023-10-03,SPX,4305.2,2023-10-03,Daily,0.38,4300.0,-5.2,-0.001,0.50962,0.00132,27.0006,-1.95924,0.158,0.20835,82.0,2152.81,10 x 15,2003.21,2313.57,2158.3900000000003,310.3600000000001
2023-10-03,SPX,4305.2,2023-10-03,Daily,0.38,4305.0,-0.2,-0.0,0.50036,0.00135,27.0006,-1.93389,0.00599,0.20566,83.0,2152.6,4 x 9,2001.3,2315.35,2158.325,314.04999999999995
2023-10-03,SPX,4305.2,2023-10-03,Daily,0.38,4310.0,4.8,0.001,0.49111,0.00135,27.0006,-1.95554,0.0,0.20796,87.0,2152.49,3 x 1,1999.48,2317.22,2158.35,317.7399999999998
2023-10-03,SPX,4305.2,2023-10-03,Daily,0.38,4315.0,9.8,0.002,0.48185,0.00132,27.0006,-2.02422,0.0,0.21526,92.0,2152.48,4 x 19,1997.74,2319.19,2158.465,321.45000000000005
2023-10-03,SPX,4305.2,2023-10-03,Daily,0.38,4320.0,14.8,0.003,0.47261,0.00126,27.0006,-2.13991,0.0,0.22757,118.0,2152.55,3 x 4,1996.1,2321.26,2158.6800000000003,325.1600000000003
2023-10-03,SPX,4305.2,2023-10-03,Daily,0.38,4325.0,19.8,0.005,0.46339,0.00119,27.0006,-2.30262,0.0,0.24487,108.0,2152.72,5 x 16,1994.55,2323.43,2158.99,328.8799999999999
2023-10-03,SPX,4305.2,2023-10-03,Daily,0.38,4330.0,24.8,0.006,0.4542,0.0011,27.0006,-2.51235,0.0,0.26717,84.0,2152.98,9 x 11,1993.09,2325.69,2159.39,332.60000000000014
2023-10-03,SPX,4305.2,2023-10-03,Daily,0.38,4335.0,29.8,0.007,0.44503,0.00101,27.0006,-2.7691,0.0,0.29448,102.0,2153.32,3 x 4,1991.73,2328.04,2159.885,336.30999999999995
2023-10-03,SPX,4305.2,2023-10-03,Daily,0.38,4340.0,34.8,0.008,0.43591,0.00092,27.0006,-3.07286,0.0,0.32678,85.0,2153.76,7 x 10,1990.45,2330.48,2160.465,340.03
2023-10-03,SPX,4305.2,2023-10-03,Daily,0.38,4345.0,39.8,0.009,0.42682,0.00083,27.0006,-3.42364,0.0,0.36408,119.0,2154.29,10 x 2,1989.27,2333.01,2161.1400000000003,343.74000000000024
2023-10-03,SPX,4305.2,2023-10-03,Daily,0.38,4350.0,44.8,0.01,0.41779,0.00075,27.0006,-3.82144,0.0,0.40638,120.0,2154.91,6 x 12,1988.18,2335.63,2161.905,347.45000000000005
2023-10-06,SPX,4305.2,2023-10-06,Weekly,3.38,4200.0,-105.2,-0.024,0.56594,6e-05,79.30604,-4.23699,9.05795,1.32343,79.0,2168.75,7 x 18,2019.23,2329.33,2174.2799999999997,310.0999999999999
2023-10-06,SPX,4305.2,2023-10-06,Weekly,3.38,4210.0,-95.2,-0.022,0.55973,8e-05,79.30604,-3.59542,8.22508,1.12303,80.0,2166.65,3 x 8,2016.12,2328.42,2172.27,312.3000000000002
2023-10-06,SPX,4305.2,2023-10-06,Weekly,3.38,4220.0,-85.2,-0.02,0.55351,9e-05,79.30604,-3.01789,7.38558,0.94264,81.0,2164.67,9 x 11,2013.11,2327.64,2170.375,314.53
2023-10-06,SPX,4305.2,2023-10-06,Weekly,3.38,4230.0,-75.2,-0.017,0.54727,0.00011,79.30604,-2.50438,6.53967,0.78225,71.0,2162.8,1 x 1,2010.21,2326.99,2168.6,316.77999999999975
2023-10-06,SPX,4305.2,2023-10-06,Weekly,3.38,4240.0,-65.2,-0.015,0.54101,0.00014,79.30604,-2.05491,5.68761,0.64185,82.0,2161.06,8 x 12,2007.41,2326.46,2166.935,319.04999999999995
2023-10-06,SPX,4305.2,2023-10-06,Weekly,3.38,4250.0,-55.2,-0.013,0.53474,0.00017,79.30604,-1.66947,4.82967,0.52146,69.0,2159.43,8 x 14,2004.73,2326.06,2165.395,321.3299999999999
2023-10-06,SPX,4305.2,2023-10-06,Weekly,3.38,4260.0,-45.2,-0.01,0.52846,0.00022,79.30604,-1.34805,3.96609,0.42107,76.0,2157.92,8 x 16,2002.17,2325.79,2163.98,323.6199999999999
2023-10-06,SPX,4305.2,2023-10-06,Weekly,3.38,4270.0,-35.2,-0.008,0.52218,0.00027,79.30604,-1.09067,3.09714,0.34067,89.0,2156.53,7 x 16,1999.71,2325.65,2162.6800000000003,325.94000000000005
2023-10-06,SPX,4305.2,2023-10-06,Weekly,3.38,4280.0,-25.2,-0.006,0.51588,0.00033,79.30604,-0.89732,2.22309,0.28028,63.0,2155.26,1 x 17,1997.37,2325.63,2161.5,328.2600000000002
2023-10-06,SPX,4305.2,2023-10-06,Weekly,3.38,4290.0,-15.2,-0.004,0.50958,0.00039,79.30604,-0.768,1.34422,0.23989,89.0,2154.11,8 x 9,1995.14,2325.75,2160.445,330.6099999999999
2023-10-06,SPX,4305.2,2023-10-06,Weekly,3.38,4300.0,-5.2,-0.001,0.50328,0.00043,79.30604,-0.70271,0.4608,0.21949,85.0,2153.08,1 x 4,1993.02,2326.0,2159.51,332.98
2023-10-06,SPX,4305.2,2023-10-06,Weekly,3.38,4310.0,4.8,0.001,0.49697,0.00043,79.30604,-0.70145,0.0,0.2191,61.0,2152.18,7 x 1,1991.02,2326.38,2158.7,335.3600000000001
